"NamesIdx";"Name";"County";"Phillimore";"NameCode";"GenderCode";"ChurchCode";"Xrefs"
413100;"Ralph of Beaufour";"SUF";"11";;"M";"-";
413150;"Ralph of Berkeley";"GLS";"43";;"M";"-";
413200;"Ralph of Berkeley";"SOM";"45,8";;"M";"-";
413250;"Ralph of Berkeley";;;;;;"see also Roger of Berkeley"
413300;"Ralph of Bernay";"HEF";"1,2;39;70. 19,1;4";;"M";"-";
413350;"Ralph of Bernay";"WOR";"2,36. E1";;"M";"-";
413360;"Ralph <of Bignor>";"SUS";"11,2;13;24-25;47;78";;"M";"-";
413400;"Ralph {of Bruyère}";"DEV";"16,12;35;48-49;153;163";;"M";"-";
413450;"Ralph (of Bucy)";"SUS";"13,23-25;28;44";;"M";"-";
413500;"Ralph of Buron";"DBY";"11";;"M";"-";
413550;"Ralph of Buron";"NTT";"15. B10";;"M";"-";
413600;"Ralph <of Cardiff>";"GLS";"1,24;38";;"M";"-";
413650;"Ralph of Chartres";"LEC";"10,15(-17)";;"M";"-";
413700;"Ralph of Cluny";"CAM";"AppxD";;"M";"-";
413750;"Ralph {of Conteville}";"SOM";"8,33. 24,11;36-37";;"M";"-";
413800;"Ralph (of Costentin)";"SHR";"4,3,67-68. 4,6,3";;"M";"-";
413850;"Ralph of Courbépine";"KEN";"D8. C4-5. P19. 5,57-58;86-87;132;{133 note};137;166-169;191-194;215;217;220-222. 6,1. 7,22. 9,16";;"M";"-";
413900;"Ralph of Courbépine";"SUF";"16,10";;"M";"-";
413950;"Ralph of Cranborne";"DOR";"54,10";;"M";"-";
414000;"Ralph (of Cranborne)";"DOR";"10,3. 54,9. 55,29";;"M";"-";
414010;"Ralph <of Ellesborough>";"BUK";"17,2";;"M";"-";
414020;"Ralph <of Ellesborough>";"NTH";"36,3";;"M";"-";
414030;"Ralph <of Ellesborough>";"STS";"12,8";;"M";"-";
414050;"Ralph of Fougères";"BRK";"65,18";;"M";"-";
414100;"Ralph of Fougères";"BUK";"37";;"M";"-";
414110;"Ralph of Fougères";"CAM";"AppxM";;"M";"-";
414200;"Ralph of Fougères";"DEV";"33";;"M";"-";
414250;"Ralph of Fougères";"NFK";"41. 66,83";;"M";"-";
414300;"Ralph of Fougères";"SUF";"50";;"M";"-";
414350;"Ralph of Fougères";"SUR";"32";;"M";"-";
414400;"Ralph (of Grenville)";"BUK";"14,14";;"M";"-";
414450;"Ralph of Hastings";"ESS";"39,8";;"M";"-";
414500;"Ralph of Hastings";;;;;;"see also Robert son of"
414550;"Ralph of Hauville";"WIL";"68,9(-12);12 note";;"M";"-";
414600;"Ralph of Hotot";"CAM";"AppxB";;"M";"-";
414650;"Ralph <of Kimcote>";"LEC";"3,5-10;14";;"M";"-";
414700;"Ralph <of Kimcote>";"LIN";"7,30-31;53";;"M";"-";
414710;"Ralph <of Kimcote>";"NTT";"6,8;11";;"M";"-";
414750;"Ralph of Lanquetot";"BDF";"16,5(-6);8-9";;"M";"-";
414760;"Ralph (of Lanquetot)";"BUK";"14,19;33;35-36;43;48";;"M";"-";
414800;"Ralph (of Lanquetot)";"OXF";"20,4";;"M";"-";
414850;"Ralph of Lanquetot";"SUF";"45,1and note;(2)-3";;"M";"-";
414900;"Ralph of Limésy";"DEV";"31";;"M";"-";
414950;"Ralph of Limésy";"DOR";"34,6";;"M";"-";
415000;"Ralph of Limésy";"ESS";"49. 1,3";;"M";"-";
415050;"Ralph of Limésy";"GLS";"S1. W16. 1,56. 31,2;4;9-10";;"M";"-";
415100;"Ralph of Limésy";"HAM";"1,32. 32,4 note";;"M";"-";
415150;"Ralph of Limésy";"HRT";"23. 34,13";;"M";"-";
415200;"Ralph of Limésy";"NFK";"28";;"M";"-";
415250;"Ralph of Limésy";"NTH";"32";;"M";"-";
415300;"Ralph of Limésy";"NTT";"14";;"M";"-";
415350;"Ralph of Limésy";"SOM";"32. 10,6";;"M";"-";
415400;"Ralph of Limésy";"SUF";"43. 8,46. 76,20";;"M";"-";
415450;"Ralph of Limésy";"WAR";"26. B2";;"M";"-";
415500;"Ralph of Marcy";"ESS";"1,3. 20,6;20;66";;"M";"-";
415550;"Ralph (of Marcy)";"ESS";"20,45. 28,2-(4);6;13-15.";;"M";"-";
415600;"Ralph of Marcy";"SUF";"5,6";;"M";"-";
415610;"Ralph (of Montgomery)";"DBY";"6,53-54";;"M";"-";
415620;"Ralph (of Montgomery)";"NTH";"25,3";;"M";"-";
415650;"Ralph of Mortimer";"BRK";"46. EH1";;"M";"-";
415700;"Ralph of Mortimer";"HAM";"29. 3,1;9. 23,44. NF5. S2-3";;"M";"-";
415750;"Ralph of Mortimer";"HEF";"9. 1,5;10b-10c;19(-20);38. 31,7";;"M";"-";
415800;"Ralph of Mortimer";"LEC";"21";;"M";"-";
415850;"Ralph of Mortimer";"LIN";"36. 30,14. CN14. CW11";;"M";"-";
415900;"Ralph of Mortimer";"OXF";"30";;"M";"-";
415950;"Ralph of Mortimer";"SHR";"6. 4,11. C13. 3d,3";;"M";"-";
416000;"Ralph of Mortimer";"SOM";"29";;"M";"-";
416050;"Ralph of Mortimer";"WAR";"25";;"M";"-";
416100;"Ralph of Mortimer";"WIL";"41. M6";;"M";"-";
416150;"Ralph of Mortimer";"WOR";"16";;"M";"-";
416200;"Ralph of Mortimer";"YKS";"15. CE14. SN,Ma16. SE,He1;3-8;10. SE,C6-7;10. SE,Sc2-4;8. SE,Th3;5";;"M";"-";
416240;"Ralph (of Neuf-Marché)";"NTT";"9,110";;"M";"-";
416250;"Ralph of Neville";"LIN";"CW14";;"M";"-";
416300;"Ralph of Noron";"NFK";"66,85";;"M";"-";
416350;"Ralph (of Pomeroy)";"CON";"5,24,24";;"M";"-";
416400;"Ralph of Pomeroy";"DEV";"34. 1,11;37 note. 16,7. {35,4 note}";;"M";"-";
433650;"Remir";"SUS";"9,109";;"M";"-";
433700;"Restelf";"LIN";"4,3. CW9";;"M";"-";
433750;"Restold";"CHS";"1,35";;"M";"-";
433800;"Restold";"ESS";"39,12";;"M";"-";
433850;"Restold";"LIN";"50";;"M";"-";
433900;"Restold";"SUR";"2,1. 5,19";;"M";"-";
433950;"Restold";"SUS";"11,105";;"M";"-";
433960;"Rethar";"YKS";"10W17-18";;"M";"-";
434000;"Rever";"HEF";"21,6. 22,8";;"M";"-";
434050;"Rewruin";"DEV";"{19,4 note}";;"M";"-";
434100;"Rheims (Saint-Rémy), abbey of";"NTH";"16";;"-";"f";
434150;"Rheims (Saint-Rémy), abbey of";"SHR";"3a";;"-";"f";
434200;"Rheims (Saint-Rémy), abbey of";"STS";"5. EN1-2";;"-";"f";
434250;"Rhiwallon <of Pulloxhill>";"BDF";"23,34-36. 24,17. 25,7";;"M";"-";
434300;"Rhiwallon";;;;;;"see also Abbot R."
434320;"Abbot R(hiwallon of Winchester)";"BRK";"B9 and note";;"M";"a";
434325;"Abbot R(hiwallon of Winchester)";"OXF";"EBe3";;"M";"a";
434350;"Rhys";"CHS";"22,2";;"M";"-";
434400;"Rhys of Wales";"HEF";"A10";;"M";"-";
434450;"Ribald (brother of Count Alan)";"NFK";"4,3;6-(7);14;20-(22);25;35(-36);43;45;52";;"M";"-";
434500;"Ribald (brother of Count Alan)";"YKS";"6N87;90;94;99;102;106;125-126;152-153";;"M";"-";
434550;"Richard";"BDF";"23,42";;"M";"-";
434600;"Richard";"BRK";"36,6";;"M";"-";
434650;"Richard";"BUK";"14,11;45";;"M";"-";
473450;"Roscelin";;;;;;"see also Robert son of"
473500;"Rosell";"ESS";"B3a";;"M";"-";
473610;"Rosskell <of Bridgford>";"NTT";"9,101";;"M";"-";
473620;"Rosskell <of Stockton>";"YKS";"1W11(-12);14;16. 6N144;147. 9W24. 13W35";;"M";"-";
473650;"Rothmund";"YKS";"29E16";;"M";"-";
473800;"Rotlesc, a royal Guard";"GLS";"1,59";;"M";"-";
473850;"Rotroc";"OXF";"8,1;4";;"M";"-";
473900;"Rouen (La_Trinité), abbey of";"MDX";"5";;"-";"f";
473950;"Rouen (Sainte-Marie & Saint-Amand), canons of";"DEV";"10. 1,11";;"-";"f";
474000;"Rouen (Saint-Ouen), abbey of";"ESS";"17";;"-";"f";
474050;"Rozo";"WIL";"24,39";;"M";"-";
474100;"Ruillic";"HEF";"9,16";;"M";"-";
474150;"Rumbald";"GLS";"73,2-3";;"M";"-";
474200;"Rumburgh (St Michael), abbey of";"SUF";"3,14;105";;"-";"a";
474250;"Rumold";"HRT";"17,5-6;10";;"M";"-";
474300;"Rumold";"SOM";"44,2";;"M";"-";
474350;"Rumold of Coton";"CAM";"AppxK";;"M";"-";
474400;"Rumold the priest";"WIL";"1,12";;"M";"d";
474450;"Saefowl";"ESS";"B3a";;"M";"-";
474500;"Saegar";"DEV";"34,33";;"M";"-";
474550;"Saegar";"ESS";"18,40. B3a";;"M";"-";
474600;"Saegar";"SUF";"7,109";;"M";"-";
474650;"Saegard";"SUF";"40,1";;"M";"-";
474700;"Saegeat";"BDF";"57,15";;"M";"-";
474750;"Saegeat";"OXF";"1,7b";;"M";"-";
474800;"Saegyth";"WAR";"16,10";;"F";"-";
474850;"Saehild, Earl Leofwin's man";"HRT";"5,20";;"F";"-";
474900;"Saelufu";"CAM";"{32,32 note}";;"F";"-";
474950;"Saeman";"SUR";"19,41. 36,2";;"M";"-";
475000;"Saemer";"DEV";"15,63. 19,43. 24,16. 34,45";;"M";"-";
475050;"Saemer";"ESS";"25,3. {30,41}.";;"M";"-";
475100;"Saemer";"HEF";"1,10b. 10,59. 27,1. 28,2";;"M";"-";
475150;"Saemer";"HUN";"3,1";;"M";"-";
475200;"Saemer";"NTH";"EH1";;"M";"-";
475250;"Saemer";"SHR";"4,3,13";;"M";"-";
475300;"Saemer";"SOM";"24,26. {35,2 note}. 46,8-9";;"M";"-";
475350;"Saemer, Alnoth (Grutt)'s man";"HRT";"5,7";;"M";"-";
475400;"Saemer, {Edmer Ator's man}";"DEV";"15,20";;"M";"-";
475450;"Saemer, Leofwin (of Caddington)'s man";"BDF";"24,25";;"M";"-";
475500;"Saemer the priest";"HRT";"37,21";;"M";"d";
475550;"Saemer the priest";"BDF";"22,2";;"M";"d";
475600;"Saemer the priest, Countess Gytha's man";"NTH";"EB4";;"M";"d";
475650;"Saer";"SUF";"{14,63}.";;"M";"-";
475700;"Saered";"DOR";"26,37";;"M";"-";
475750;"Saered";"SOM";"37,12";;"M";"-";
475800;"Saered's brother";"DOR";"26,37";;"M";"-";
475850;"Saeric";"BUK";"23,17";;"M";"-";
475900;"Saeric";"DEV";"34,36;42";;"M";"-";
475950;"Saeric";"HAM";"69,27";;"M";"-";
476050;"Saeric";"LEC";"17,33";;"M";"-";
476100;"Saeric";"NTT";"15,5. 30,46";;"M";"-";
476150;"Saeric";"OXF";"58,21(-22)";;"M";"-";
476200;"Saeric";"SOM";"1,6. {5,3 note;64 note}. 22,28. 24,8. {25,40 note}. 46,5";;"M";"-";
476250;"Saeric";"WIL";"67,95-96";;"M";"-";
476300;"Saeric";;;;;;"see also Gest brother of; Guthmund son of"
476350;"Saeric, Count Eustace's man";"HRT";"Appx";;"M";"-";
476450;"Saeric, Earl Leofwin's man";"HRT";"15,11";;"M";"-";
476500;"Saeric father of Guthmund";"HEF";"10,71";;"M";"-";
476510;"Saeric (father of Guthmund)";"HEF";"1,17. 10,51;53. 24,7";;"M";"-";
476550;"Saeric of Auberville";"CAM";"5,2";;"M";"-";
476600;"Saeric, Sired's man";"BUK";"36,1";;"M";"-";
476650;"Saeric son of Aelfeva";"BUK";"14,5";;"M";"-";
476700;"Saeric's brothers";"NTT";"15,5";;"M";"-";
476800;"Saeward";"DEV";"21,14. 26,1";;"M";"-";
476850;"Saeward";"DOR";"49,13. 54,14. 56,55";;"M";"-";
476900;"Saeward";"ESS";"B3a";;"M";"-";
476950;"Saeward";"HAM";"1,W7";;"M";"-";
477000;"Saeward";"HRT";"33,10";;"M";"-";
477050;"Saeward";"KEN";"5,152";;"M";"-";
477100;"Saeward";"SOM";"{19,72 note}. 28,1";;"M";"-";
477150;"Saeward";"WAR";"22,21";;"M";"-";
477200;"Saeward";"WIL";"27,27. 67,97";;"M";"-";
477250;"Saeward";"WOR";"20,2";;"M";"-";
477260;"Saeward";"YKS";"10W2-3;5";;"M";"-";
477300;"Saeward";;;;;;"see also Siward"
477350;"Saeward, Azur son of Toti's man";"BUK";"14,29";;"M";"-";
477400;"Saeward, Earl Harold's man";"BUK";"12,11";;"M";"-";
477450;"Saeward of Harlton";"CAM";"AppxK";;"M";"-";
477500;"Saeward's mother";"SOM";"{19,72 note}";;"F";"-";
477550;"Saewaru";"ESS";"B3a";;"F";"-";
477600;"Saewin";"BRK";"41,5. 44,1. 65,13";;"M";"-";
477650;"Saewin";"CAM";"32,28";;"M";"-";
477700;"Saewin";"CON";"5,5,6. 5,9,2. 5,11,2";;"M";"-";
477750;"Saewin";"DEV";"3,30;88;98. 15,25. 16,22;38;134. 17,11-12. 35,26;29-30. 36,3-4. 39,3. 42,2;4";;"M";"-";
477800;"Saewin";"DOR";"37,8. 55,39;45. 56,42(-47)";;"M";"-";
477850;"Saewin";"GLS";"34,13";;"M";"-";
477900;"Saewin";"HAM";"1,W9. 3,6;12. 69,33;54. NF9,3;10;23. IoW8,3";;"M";"-";
477950;"Saewin";"NTH";"2,5";;"M";"-";
478050;"Saewin";"SHR";"4,27,1";;"M";"-";
478100;"Saewin";"SOM";"1,1. 19,24. 22,20";;"M";"-";
478150;"Saewin";"SUF";"7,102;111";;"M";"-";
478200;"Saewin";"WIL";"27,11";;"M";"-";
478250;"Saewin";"WOR";"2,11";;"M";"-";
478300;"Saewin, {Edmer Ator's man}";"DEV";"15,22";;"M";"-";
478310;"Saewin <of Kingston>";"NTT";"30,19-(21);23-24";;"M";"-";
478350;"Saewin the falconer";"HUN";"D8";;"M";"-";
478400;"Saewin the priest";"ESS";"30,15";;"M";"d";
478450;"Saewin the priest";;;;;;"see also Brictferth uncle of"
478500;"Saewin the priest of the {Queen}";"DEV";"13a,2";;"M";"d";
478550;"Saewin the reeve of Bristol";"GLS";"75,1";;"M";"-";
478600;"Saewin {Tuft}";"DEV";"16,7";;"M";"-";
434700;"Richard";"CAM";"AppxM";;"M";"-";
434750;"Richard";"CHS";"8,10. FD3,1. FD5,3";;"M";"-";
434850;"Richard";"DEV";"16,15;24;29-30;33-34;162. 34,13. {47,10 note}. 51,10";;"M";"-";
434900;"Richard";"DOR";"37,5;12-13";;"M";"-";
434950;"Richard";"ESS";"20,11;47;49. 22,3-4;11;13;18-21. 27,16. 28,12;17-18. 30,10;15;37-38;49. 32,4;12. 34,4;6;37. 37,3;7;15. 90,21;48";;"M";"-";
435000;"Richard";"GLS";"1,11. E24. EvA118. EvC39. WoB7";;"M";"-";
435050;"Richard";"HAM";"69,4. IoW7,11";;"M";"-";
435100;"Richard";"HEF";"1,26;47. 19,3. 21,4-5";;"M";"-";
435150;"Richard";"KEN";"5,161";;"M";"-";
435200;"Richard";"LEC";"18,4(-5)";;"M";"-";
435250;"Richard";"LIN";"8,15(-16). 32,5. 36,1. 44,8";;"M";"-";
435300;"Richard";"MDX";"11,2";;"M";"-";
435350;"Richard";"NFK";"10,4. 14,5;11-12;39. 19,2;24. 20,3;8;12(-13);15;26-(27);34. 34,10";;"M";"-";
435400;"Richard";"NTH";"4,12-13. 6a,33. 23,13. 60,1";;"M";"-";
435450;"Richard";"NTT";"3,4. 9,88. 13,11. 22,2";;"M";"-";
435500;"Richard";"OXF";"27,1";;"M";"-";
435550;"Richard";"SOM";"6,1;13. 22,4. 24,2;13. 25,15. 35,10. 36,5. 37,10-11";;"M";"-";
435600;"Richard";"SUF";"6,304. 31,42. 40,1. 57,1";;"M";"-";
435700;"Richard";"SUS";"3,1. 6,2;4. 11,105-106. 12,5-6. 13,17";;"M";"-";
435750;"Richard";"WAR";"27,5";;"M";"-";
435800;"Richard";"WIL";"37,5";;"M";"-";
435850;"Richard";"WOR";"2,39. E7";;"M";"-";
435900;"Richard";"YKS";"13N7. 21E3;7";;"M";"-";
435950;"Richard";;;;;;"see also Osbern son of; Ralph son of; Turstin son of; Walter son of; William son of"
436000;"Richard, a man-at-arms";"HEF";"19,1";;"M";"-";
436050;"Richard, a man-at-arms";"HUN";"6,1";;"M";"-";
436100;"Richard, a man-at-arms";"KEN";"5,128";;"M";"-";
436150;"Richard, a young man";"GLS";"34,8";;"M";"-";
436200;"Richard, a young man";"WOR";"25,1";;"M";"-";
436250;"Richard Basset";"BDF";"28,1";;"M";"-";
436350;"Richard Garnet";"ESS";"30,11";;"M";"-";
436400;"Richard, Haimo's man";"ESS";"89,3";;"M";"-";
436450;"Richard {Houerel}";"SUF";"14,151";;"M";"-";
436500;"Richard {of Barre}";"SOM";"29,1";;"M";"-";
436550;"Richard (of Beaumais)";"SHR";"4,21,7;12";;"M";"-";
436600;"Richard <of Brampton>";"HEF";"9,15-17";;"M";"-";
436650;"Richard <of Brampton>";"SHR";"4,11,3;14. 6,5-6;9;23-26";;"M";"-";
436660;"Richard <of Brampton>";"WIL";"41,7;9";;"M";"-";
436700;"Richard of Clare";;;;;;"see Richard son of (Count) Gilbert"
436750;"Richard of Courcy";"OXF";"32. B9. 1,2";;"M";"-";
436800;"Richard of Guilden Morden";"CAM";"AppxJ";;"M";"-";
436810;"Richard (of Guilden Morden)";"CAM";"22,7";;"M";"-";
436850;"Richard of le Marais";"KEN";"5,145";;"M";"-";
436900;"Richard {of Merri}";"SOM";"35,3;17";;"M";"-";
436950;"Richard (of Montgaroult)";"SHR";"4,12. 4,27,30";;"M";"-";
437000;"Richard {of Neville}";"DEV";"16,57";;"M";"-";
437050;"Richard (of Newark)";"OXF";"6,13";;"M";"-";
437100;"Richard of Reviers";"DOR";"54,5";;"M";"-";
437150;"Richard of Sackville";"ESS";"20,8";;"M";"-";
437200;"Richard (of Sackville)";"ESS";"25,1;6-10;16;20-21;23-24";;"M";"-";
437250;"Richard of Sackville";"HRT";"31,6";;"M";"-";
437300;"Richard (of Sackville)";"NFK";"24,1";;"M";"-";
437350;"Richard of St Clair";"NFK";"1,61;63";;"M";"-";
437400;"Richard of St Clair";"SUF";"11,4";;"M";"-";
437450;"Richard of Sollers";"GLS";"EvK116";;"M";"-";
437500;"Richard of Sourdeval";"YKS";"C8. 5N9. CE6(-7);31. CW6";;"M";"-";
437550;"Richard (of Sourdeval)";"YKS";"C27. 5N11-14;17-18;20;24;26;28;45;76. 5E20;27-28;45(-53);54. 5W1-5;14;16-25;32-34;36(-37)";;"M";"-";
437600;"Richard (of Stanton)";"SHR";"7,4;6";;"M";"-";
437650;"Richard of Tonbridge";;;;;;"see Richard son of (Count) Gilbert"
437700;"Richard of Vernon";"CHS";"5";;"M";"-";
437750;"Richard (of Vernon)";"CHS";"S1,7";;"M";"-";
437800;"Richard of Vernon";"NFK";"6,1";;"M";"-";
437850;"Richard Poynant";"BDF";"39";;"M";"-";
437900;"Richard Poynant";"BRK";"43. 1,7";;"M";"-";
437950;"Richard Poynant";"HAM";"42. S3";;"M";"-";
438000;"Richard Poynant";"NFK";"1,217;226. 9,167";;"M";"-";
438050;"Richard Poynant";"OXF";"33";;"M";"-";
438100;"Richard Poynant";"WIL";"58. 13,9";;"M";"-";
438150;"Richard Reckless";;;;;;"see Richard Sturmy; Sturmid"
438200;"Richard, Robert Blunt's man";"SUF";"75,2";;"M";"-";
438250;"Richard Scrope";"HEF";"12,1. 24,7";;"M";"-";
438300;"Richard (Scrope)";"HEF";"12,2";;"M";"-";
438350;"Richard Scrope";"SHR";"5,1";;"M";"-";
438400;"Richard Scrope";"WOR";"19,1-2;7;10";;"M";"-";
438450;"Richard (Scrope)";"WOR";"2,14";;"M";"-";
438500;"Richard Scrope";;;;;;"see also Osbern son of; William son of"
438550;"Richard son of Alan";"NFK";"10,43-44";;"M";"-";
438600;"Richard (son of Alan)";"NFK";"1,59. 10,30";;"M";"-";
438650;"Richard son of (Count) Gilbert";"BDF";"38";;"M";"-";
438700;"Richard son of (Count) Gilbert";"CAM";"19";;"M";"-";
438750;"Richard son of (Count) Gilbert";"DEV";"26";;"M";"-";
438800;"Richard son of (Count) Gilbert";"ESS";"23. 1,11;13;27. 30,23. 90,49(-74);75(-78)";;"M";"-";
438810;"Richard (son of Count Gilbert)";"ESS";"25,12";;"M";"-";
438850;"Richard son of (Count) Gilbert";"HAM";"1,8";;"M";"-";
438900;"Richard son of (Count) Gilbert";"KEN";"11. {C8 note}. 2,{3 note};4;9-10;28-29. 3,2;4. 4,{1 note};2. 5,6-7;26;40;56;60;62;93;103;106;209";;"M";"-";
438950;"Richard (son of Count Gilbert)";"KEN";"3,5. 4,12-13. 5,2;44;52-53";;"M";"-";
439000;"Richard son of (Count) Gilbert";"MDX";"13";;"M";"-";
439050;"Richard son of (Count) Gilbert";"SUF";"25. 8,63. 16,15. 21,44. 33,1. 67,1. 76,1-7. EE2";;"M";"-";
439100;"Richard (son of Count Gilbert)";"SUF";"8,35;47;59. 29,1";;"M";"-";
439150;"Richard son of (Count) Gilbert";"SUR";"19. 1,6;13. 36,4";;"M";"-";
439160;"Richard (son of Count Gilbert)";"SUR";"5,8;22";;"M";"-";
439200;"Richard son of (Count) Gilbert";"SUS";"E1";;"M";"-";
439250;"Richard son of (Count) Gilbert";"WIL";"40";;"M";"-";
439300;"Richard son of Count Gilbert";;;;;;"see also Rohais wife of"
439350;"Richard son of Herfast";"YKS";"22. C18. SW,An1;8;13-14;16";;"M";"-";
439400;"Richard son of King William";"DOR";"{50,2 note}";;"M";"-";
439450;"Richard son of King William";"HRT";"36,19";;"M";"-";
439470;"Richard (son of Rainfrid)";"BRK";"33,6-7";;"M";"-";
439475;"Richard (son of Rainfrid)";"BUK";"23,8;10";;"M";"-";
439480;"Richard (son of Rainfrid)";"OXF";"35,16;32";;"M";"-";
439500;"Richard {son of Turolf}";"CON";"5,3,1. {2,5}";;"M";"-";
439550;"Richard (son of Turolf)";"CON";"1,1. 2,8. 4,16. 5,3,2-28";;"M";"-";
439600;"Richard son of Turolf";"DEV";"30";;"M";"-";
439650;"Richard (son of Turolf)";"DEV";"15,35;49;73;76";;"M";"-";
439660;"Richard {son of Turolf}";"DEV";"15,42. 16,115";;"M";"-";
439700;"Richard (son of Turolf)";"SOM";"19,60";;"M";"-";
439750;"Richard son of William";"KEN";"5,119";;"M";"-";
439800;"Richard Sturmy";"HAM";"41. 3,3";;"M";"-";
439850;"Richard Sturmy";"SUR";"8,18";;"M";"-";
439900;"Richard Sturmy";"WIL";"61. 13,2. 68,3(-7)";;"M";"-";
439950;"Richard Talbot";"BDF";"16,2";;"M";"-";
440100;"Richard the artificer";"BUK";"42. E6";;"M";"-";
440150;"Richard the artificer";"HUN";"D24";;"M";"-";
440190;"Richard the artificer";"NTH";"B21";;"M";"-";
440200;"Richard (the artificer)";"NTH";"59";;"M";"-";
440220;"Richard the artificer";"OXF";"58F. 58,1";;"M";"-";
440250;"Richard {the bald}";"SUF";"14,54";;"M";"-";
440300;"Richard the butler";"CHS";"6";;"M";"-";
440350;"Richard the butler";"SHR";"4,1,5";;"M";"-";
440400;"Richard (the butler)";"SHR";"4,3,2-3;12-13;29;59";;"M";"-";
440450;"Richard the commissioner";"GLS";"49";;"M";"-";
440500;"Richard {the constable}";"KEN";"2,34-35";;"M";"-";
440550;"Richard the forester";"STS";"13";;"M";"-";
440600;"Richard (the forester)";"STS";"17,16";;"M";"-";
440650;"Richard the forester";"WAR";"44F. 1,9. 44,1-2";;"M";"-";
440700;"Richard (the forester)";"WAR";"B2. 17,20. 44,3-8";;"M";"-";
440710;"Richard the frail";"NTT";"B16";;"M";"-";
440750;"Richard the hunter";;;;;;"see Richard the forester"
440800;"Richard {the interpreter}";"SOM";"5,54. 45,14";;"M";"-";
440810;"Richard (the priest)";"NTT";"9,37(-38)";;"M";"-";
440850;"Richard the reeve";;;;;;"see Richard Poynant"
440900;"Richard the reeve, of Cheveley Hundred";"CAM";"AppxB";;"M";"-";
440950;"Richard the reeve, of Staine Hundred";"CAM";"AppxC";;"M";"-";
441000;"Richere";"HAM";"2,16;19. 3,6";;"M";"-";
441050;"Richere";"HEF";"16,2";;"M";"-";
441100;"Richere";"SUF";"33,2";;"M";"-";
441150;"Richere";"WIL";"2,9;12";;"M";"-";
441200;"Richere";;;;;;"see also Gilbert son of; Walter son of"
441250;"Richere of l'Aigle";;;;;;"see also Gilbert son of"
441300;"Richere of les Andelys";"HAM";"S3";;"M";"-";
441350;"Richere {of les Andelys}";"SOM";"16,2";;"M";"-";
441400;"Richere the cleric";"HAM";"3,15-16";;"M";"d";
441450;"Rictan";"SUF";"74,13";"L";"M";"-";
441500;"Riculf";"DEV";"24,27;32";;"M";"-";
441550;"Riculf";"HRT";"4,19. Appx";;"M";"-";
441600;"Riculf";"KEN";"5,184";;"M";"-";
441650;"Riculf";"LEC";"25,4";;"M";"-";
441700;"Ricward";"HAM";"33,1";;"M";"-";
441750;"Ricwold";"NFK";"29,4-(5)";;"M";"-";
441800;"Ringwulf";"NFK";"9,14;21. 50,8";;"M";"-";
441850;"Ringwulf";"SUF";"6,216";;"M";"-";
441900;"Ringwulf";;;;;;"see also Aescwulf son of; Ranulf son of"
441950;"Ringwulf";;;;;;"see also Leofwin son of"
442000;"Ripe";"SOM";"36,3";;"M";"-";
442050;"Ripon (St Wilfrid), canons of";"YKS";"C37. 2W7 and note. SW,Bu45";;"-";"c";
442250;"Roald Dubbed";"DEV";"35";;"M";"-";
442259;"Roald (father of Thori)";"LEC";"14,11";;"M";"-";
442260;"Roald (father of Thori)";"LIN";"67,1(-4);13(-17);(19)";;"M";"-";
442270;"Roald (son of Fatherling)";"HAM";"6,5";;"M";"-";
442300;"Roald";;;;;;"see also Fatherling son of; Thori son of"
442350;"Robert";"BDF";"23,49;54. 34,3. 39,2. 40,2. 53,24-25";;"M";"-";
442400;"Robert";"BRK";"21,10. 31,5";;"M";"-";
442450;"Robert";"BUK";"16,2. 17,21";;"M";"-";
442500;"Robert";"CAM";"3,1. {26,24} and note. 32,32;44";;"M";"-";
442550;"Robert";"CHS";"1,22. R1,43. R6,4";;"M";"-";
442600;"Robert";"DBY";"6,46;69;96";;"M";"-";
442650;"Robert";"DEV";"2,14. 3,96. 5,1;10. 16,32;61-62;83-84;87. 17,43. 18,1. 19,10;41. 34,{27 note};40. {51,2}.";;"M";"-";
442700;"Robert";"DOR";"2,3. 30,3. 36,7. 37,11. 55,26-28. 56,28";;"M";"-";
442750;"Robert";"ESS";"20,35;41(-42);67. 24,29;41;56;60. 27,14. 32,20;41-42. 34,29. 71,4. 90,8";;"M";"-";
442800;"Robert";"GLS";"3,5. WoB18";;"M";"-";
442850;"Robert";"HAM";"2,1;9. 23,55. 28,9. 45,1. NF7,1. IoW2,1. IoW6,3";;"M";"-";
442900;"Robert";"HEF";"1,23. 10,54. 31,1";;"M";"-";
442950;"Robert";"HRT";"36,1";;"M";"-";
443000;"Robert";"KEN";"M11. 5,215. 9,15";;"M";"-";
443050;"Robert";"LEC";"2,3-4. 3,4. 13,63. 15,15. 17,9;23(-24). 22,1. 23,5(-6). 44,5(-6);8-9";;"M";"-";
443100;"Robert";"LIN";"8,36. 22,12;34. 30,7;9(-11);12(-16);33;(37). 32,15(-16). 63,1";;"M";"-";
443150;"Robert";"MDX";"7,2";;"M";"-";
443200;"Robert";"NFK";"9,61;86;88;103;107-108;110;124;134. 31,15";;"M";"-";
443250;"Robert";"NTH";"4,1;17-18. 6a,31. 18,79(-81). 30,15;18. 35,20-22. 36,1. 43,9. ELc2. ELe2";;"M";"-";
443300;"Robert";"NTT";"10,2";;"M";"-";
443350;"Robert";"OXF";"24,2;5. 34,1. EN1";;"M";"-";
